id,region,spp,bandNumber,enc,date,mass,wing,tl,age,sex
v989-3393d,Pittsburgh,AMRO,1352-46318,B,2014-07-09,78.5,125,86,ASY,F
m866-4014s,Pittsburgh,NOCA,2331-40241,B,2014-07-09,43.7,93.5,103.5,AHY,M
v896-4872c,Pittsburgh,CACH,2730-26372,B,2014-07-09,10.7,61,54.5,SY,F
u999-5836q,Pittsburgh,AMRO,1352-46321,B,2014-07-10,85.8,132,101.5,ASY,M
q639-7946k,Pittsburgh,NOCA,2331-40242,B,2014-07-10,40.2,91,100.5,AHY,M
w511-8089f,Pittsburgh,CACH,2730-26320,B,2014-07-10,9.6,61.5,53.5,ASY,F
c380-5044m,Pittsburgh,CACH,2730-26322,B,2014-07-10,10.6,64,55.5,ASY,M
f155-1437u,Pittsburgh,NOCA,2641-97080,B,2014-07-11,39.2,93,99,AHY,M
w265-2491j,Pittsburgh,NOCA,2641-97081,B,2014-07-11,39.3,89.5,99,AHY,F
d854-2912t,Pittsburgh,NOCA,2641-97082,B,2014-07-11,45.6,93,99,AHY,F
f876-5550f,Pittsburgh,NOCA,2641-97084,B,2014-07-11,40.9,88.5,97,AHY,F
f870-7441t,Pittsburgh,CACH,2730-26375,B,2014-07-11,10.1,60,56,AHY,F
m983-2669o,Pittsburgh,AMRO,1232-87987,B,2014-07-12,94.2,125,98,SY,F
h208-7386y,Pittsburgh,CACH,2730-26317,B,2014-07-13,10.1,63,56,ASY,M
k743-5360n,Pittsburgh,NOCA,2641-97086,B,2014-07-14,35.4,89,95,AHY,F
c719-2177h,Pittsburgh,NOCA,2641-97087,B,2014-07-14,39.9,95,100,SY,M
m605-9785v,Pittsburgh,NOCA,2641-97089,B,2014-07-14,40.5,92,99,AHY,M
g731-9709m,Pittsburgh,NOCA,2641-97090,B,2014-07-15,42.5,89,94,AHY,F
s980-4067v,Pittsburgh,AMRO,1352-46323,B,2014-07-15,78.1,129.5,104,SY,F
v490-8378m,Pittsburgh,AMRO,1232-87988,B,2014-07-16,81,130,104,ASY,F
w780-8881y,Pittsburgh,AMRO,1232-87989,B,2014-07-16,78.3,123,92.5,ASY,F
a311-4831j,Pittsburgh,CACH,2730-26305,B,2014-07-16,10.9,65.5,56,ASY,M
w950-2721u,Pittsburgh,NOCA,2331-40251,B,2014-07-17,40.1,92,101,AHY,M
l141-5283h,Pittsburgh,NOCA,2331-40252,B,2014-07-17,42.1,90,98.5,AHY,M
y976-9055e,Pittsburgh,BCCH,2730-26304,B,2014-07-17,9.8,64,58.5,ASY,F
x446-6244a,Pittsburgh,AMRO,1232-87995,B,2014-07-18,84.7,125,99.5,ASY,F
m233-2932v,Pittsburgh,NOCA,2641-97091,B,2014-07-18,40.5,92.5,98,AHY,M
x178-3881b,Pittsburgh,NOCA,2641-97092,B,2014-07-19,38.6,91,97,AHY,F
k820-5020i,Pittsburgh,NOCA,2331-40254,B,2014-07-19,43.2,94.5,105.5,AHY,M
q129-3792v,Pittsburgh,NOCA,2331-40255,B,2014-07-19,41.5,97,103.5,AHY,M
k922-8593e,Pittsburgh,NOCA,2331-40257,B,2014-07-19,41.9,92,93,AHY,F
o680-6132p,Pittsburgh,NOCA,2331-40259,B,2014-07-19,49.1,94.5,100,AHY,F
b217-3545a,Pittsburgh,AMRO,1352-46338,B,2014-07-20,77.1,133.5,100,ASY,M
q853-2203a,Pittsburgh,GRCA,2331-40267,B,2014-07-20,32.1,86.5,86.5,SY,F
j618-1067x,Pittsburgh,GRCA,2331-40269,B,2014-07-20,35.4,89,90,SY,F
z759-6497r,Pittsburgh,GRCA,2641-97094,B,2014-07-22,32.9,86,88,SY,M
g160-7528h,Pittsburgh,AMRO,1232-87999,B,2014-07-22,69.5,123,94.5,ASY,F
m331-7809e,Pittsburgh,GRCA,2641-97093,B,2014-07-22,35.9,84,88,SY,F
x793-6888d,Pittsburgh,NOCA,2331-40274,B,2014-07-23,41.4,90.5,97.5,AHY,M
d354-2246r,Pittsburgh,AMRO,1352-46339,B,2014-07-24,79.2,130,101,SY,M
s922-1291i,Pittsburgh,GRCA,2331-40275,B,2014-07-24,35.9,84.5,88,SY,M
d385-3273g,Pittsburgh,GRCA,2331-40277,B,2014-07-24,34.8,92,98,ASY,M
t777-7369y,Pittsburgh,GRCA,2641-97095,B,2014-07-24,36.8,92,98,ASY,M
r829-9438e,Pittsburgh,GRCA,2641-97096,B,2014-07-24,37.5,88,87,AHY,M
q937-3576i,Pittsburgh,NOCA,2331-40279,B,2014-07-25,45.5,90,98,AHY,F
a420-4564y,Pittsburgh,NOCA,2331-40290,B,2014-07-26,36.2,89.5,95.5,AHY,M
c676-7524q,Pittsburgh,GRCA,2331-40291,B,2014-07-27,35.9,90.5,94.5,ASY,M
y741-6767v,Pittsburgh,CACH,2430-14718,B,2014-07-29,10.1,62,56.5,AHY,F
b632-5610c,Pittsburgh,NOCA,2331-40281,B,2014-07-30,41,92,96.5,AHY,F
x339-5898s,Pittsburgh,NOCA,2331-40283,B,2014-07-30,36.5,87.5,92,AHY,F
g248-3453d,Pittsburgh,NOCA,2331-40285,B,2014-07-30,39,93.5,100.5,AHY,M
h944-4485n,Pittsburgh,NOCA,2331-40298,B,2014-07-31,38,93,103.5,AHY,M
k613-7145z,Pittsburgh,NOCA,2331-40286,B,2014-08-01,42.1,96.5,107,AHY,M
f818-1991i,Pittsburgh,GRCA,2331-40288,B,2014-08-01,34.4,87,96,AHY,M
l222-8364l,Pittsburgh,NOCA,2331-40300,B,2014-08-02,42.6,92.5,100,AHY,F
t833-1679y,Pittsburgh,NOCA,2441-14483,B,2014-08-03,44.7,98.5,106,AHY,M
v744-2944i,Pittsburgh,GRCA,2441-14484,B,2014-08-03,38.1,88.5,93,SY,M
g277-4227g,Pittsburgh,NOCA,2441-14485,B,2014-08-03,43.4,93,99.5,AHY,M
z245-3052m,Pittsburgh,AMRO,1352-46345,B,2014-08-04,84,129.5,104,ASY,F
t719-2599m,Pittsburgh,NOCA,2441-96574,B,2014-08-04,43.4,91.5,98.5,AHY,F
r282-3351z,Pittsburgh,NOCA,2441-96575,B,2014-08-04,41.3,93,101,AHY,M
e772-4460m,Pittsburgh,CACH,2430-14731,B,2015-04-21,11,64.5,56.5,ASY,M
o155-6402e,Pittsburgh,CACH,2430-14732,B,2015-04-21,10.4,63.5,60,SY,M
o641-5969q,Pittsburgh,CACH,2430-14733,B,2015-04-21,10.5,64.5,57,ASY,M
i357-3816a,Pittsburgh,CACH,2430-14734,B,2015-04-21,11,61.5,53.5,SY,F
y430-7698b,Pittsburgh,AMRO,1352-45810,B,2015-05-01,78.2,129,100,ASY,F
c212-3877y,Pittsburgh,GRCA,2331-40289,B,2015-05-01,35.9,89,92.5,ASY,M
k378-8077e,Pittsburgh,CACH,2430-14735,B,2015-05-08,11.1,64,58,SY,M
v105-7098p,Pittsburgh,CACH,2430-14736,B,2015-05-08,10,64.5,57,ASY,M
l421-3253x,Pittsburgh,CACH,2430-14737,B,2015-05-08,10.5,65,56,ASY,M
v869-4406s,Pittsburgh,CACH,2430-14738,B,2015-05-08,9.9,65.5,56.5,ASY,M
m465-4717u,Pittsburgh,GRCA,2531-74655,B,2015-05-08,33.9,86.5,89,SY,M
k736-7542p,Pittsburgh,AMRO,1352-45811,B,2015-05-13,82,131,104.5,AHY,M
x194-7222v,Pittsburgh,BCCH,2730-26256,B,2015-05-15,11.1,66.5,64,SY,M
a937-3925m,Pittsburgh,NOCA,1781-50408,B,2015-05-15,42.1,94.5,103,AHY,M
s218-9775k,Pittsburgh,NOCA,1781-50409,B,2015-05-15,42.1,97,101,AHY,M
l435-5691c,Pittsburgh,NOCA,1781-50410,B,2015-05-15,39.1,94,99.5,AHY,M
h403-5009s,Pittsburgh,NOCA,1781-50411,B,2015-05-15,37.5,92,96,AHY,M
g729-9665c,Pittsburgh,BCCH,2730-26257,B,2015-05-15,10.8,65,59.5,ASY,M
h407-6276g,Pittsburgh,GRCA,1781-50413,B,2015-05-16,42.3,87,91,ASY,F
m616-5804y,Pittsburgh,CACH,2730-26258,B,2015-05-16,10.1,62,55,SY,M
b702-7797s,Pittsburgh,AMRO,1352-46349,B,2015-05-16,74.1,127.5,97,SY,M
h252-9695n,Pittsburgh,NOCA,1781-50414,B,2015-05-16,39.9,93,99,SY,M
c157-1253q,Pittsburgh,NOCA,1781-50415,B,2015-05-16,41.9,94.5,100.7,AHY,M
h720-5382c,Pittsburgh,BCCH,2730-26259,B,2015-05-16,11.9,65.5,58,SY,M
g721-3939s,Pittsburgh,CACH,2730-26260,B,2015-05-16,9.5,60,52.5,ASY,F
j445-5952e,Pittsburgh,AMRO,1342-74101,B,2015-05-17,89.3,123,98,ASY,F
e870-6270d,Pittsburgh,AMRO,1342-74102,B,2015-05-17,78.8,131,96,SY,M
y326-9455t,Pittsburgh,NOCA,2651-56503,B,2015-05-17,42.4,92,100,AHY,M
j582-4586d,Pittsburgh,CACH,2730-26261,B,2015-05-17,10,63,57,SY,M
z194-1499a,Pittsburgh,AMRO,1352-46351,B,2015-05-17,75.7,126,95,SY,M
u915-1821b,Pittsburgh,AMRO,1352-46352,B,2015-05-17,76,129,99.5,ASY,M
p796-7514c,Pittsburgh,NOCA,1781-50416,B,2015-05-17,40.8,95.5,99.5,AHY,M
c892-9171q,Pittsburgh,NOCA,1781-50418,B,2015-05-17,45.9,91,97,AHY,F
n246-6849v,Pittsburgh,NOCA,1781-50419,B,2015-05-17,45.5,89,96,AHY,F
v583-6332m,Pittsburgh,GRCA,1781-50420,B,2015-05-17,37.1,93,95.5,ASY,M
j137-2180m,Pittsburgh,NOCA,1781-50421,B,2015-05-17,49.5,88,98,AHY,F
t582-2724r,Pittsburgh,CACH,2730-26262,B,2015-05-17,9.1,60.5,49,SY,F
w498-3410j,Pittsburgh,AMRO,1352-46354,B,2015-05-18,75.3,132.5,103,ASY,M
u179-8388j,Pittsburgh,AMRO,1352-46355,B,2015-05-18,79.8,135.5,97,ASY,M
x390-6626p,Pittsburgh,NOCA,1781-50422,B,2015-05-18,44.1,93,100,AHY,F
u309-8425n,Pittsburgh,NOCA,1781-50423,B,2015-05-18,41.1,94,105.5,AHY,M
s759-2006p,Pittsburgh,NOCA,1781-50424,B,2015-05-18,44.8,98.5,110,AHY,M
u125-1692f,Pittsburgh,NOCA,1781-50425,B,2015-05-18,40.8,90.5,98.5,AHY,F
u769-3678j,Pittsburgh,NOCA,1781-50426,B,2015-05-18,41.5,93.5,100,AHY,M
p481-9356i,Pittsburgh,CACH,2730-26263,B,2015-05-18,9.8,63,53.5,SY,M
g156-7766c,Pittsburgh,AMRO,1352-46356,B,2015-05-19,78.2,123.5,94.5,ASY,F
i417-2594r,Pittsburgh,AMRO,1352-46358,B,2015-05-19,72.8,126,93,SY,M
g857-2838a,Pittsburgh,AMRO,1352-46359,B,2015-05-19,75.7,128.5,96.5,ASY,M
u603-1432t,Pittsburgh,NOCA,1781-50427,B,2015-05-19,41.1,94,105,AHY,F
q263-5954p,Pittsburgh,CACH,2730-26266,B,2015-05-19,10.1,65,55.5,ASY,M
o448-3807p,Pittsburgh,CACH,2730-26269,B,2015-05-20,10.7,63,53,SY,M
x773-2734e,Pittsburgh,AMRO,1352-46361,B,2015-05-20,66.5,128.5,98,SY,M
e206-2047m,Pittsburgh,NOCA,1781-50428,B,2015-05-20,40.9,91,97.5,SY,M
g778-3359y,Pittsburgh,GRCA,1781-50429,B,2015-05-20,35,89.5,90,ASY,M
l949-9163h,Pittsburgh,CACH,2730-26268,B,2015-05-20,10.7,63,53.5,ASY,M
e919-4928b,Pittsburgh,CACH,2750-64001,B,2015-05-20,11.1,62.5,55,SY,M
v903-7255k,Pittsburgh,AMRO,1342-74103,B,2015-05-21,90.2,129,97,SY,F
y696-4613n,Pittsburgh,AMRO,1342-74104,B,2015-05-21,78.7,131,100.5,ASY,M
a261-1714r,Pittsburgh,NOCA,2651-56505,B,2015-05-21,39.6,87.5,90.5,AHY,F
w881-9479w,Pittsburgh,AMRO,1352-46363,B,2015-05-21,81,122,87,SY,F
d511-7372r,Pittsburgh,AMRO,1352-46362,B,2015-05-21,93,121.5,90,SY,F
d897-1252e,Pittsburgh,NOCA,1781-50430,B,2015-05-21,40.1,92.5,100,AHY,M
p490-2575t,Pittsburgh,NOCA,1781-50431,B,2015-05-21,48.2,88.5,91,AHY,F
x436-9588u,Pittsburgh,NOCA,1781-50432,B,2015-05-21,38.7,88.5,92,AHY,F
a803-3229g,Pittsburgh,NOCA,1781-50433,B,2015-05-21,46.8,92.5,101.5,AHY,F
a954-9344o,Pittsburgh,BCCH,2730-26270,B,2015-05-21,9.8,62.5,57.5,SY,F
j932-1722y,Pittsburgh,AMRO,1342-74105,B,2015-05-22,79.3,127,99,ASY,F
b291-1399n,Pittsburgh,NOCA,2651-56506,B,2015-05-22,42.1,93,98.5,AHY,F
g934-7318w,Pittsburgh,CACH,2750-64004,B,2015-05-22,9.8,60.5,54,ASY,F
n664-3487j,Pittsburgh,AMRO,1352-46401,R,2015-05-22,74.4,132,101,ASY,M
b117-3868d,Pittsburgh,CACH,2710-53651,R,2015-05-22,10.6,64,57.5,ASY,M
